index,participants,hypernym,hyponym,word,words_excluded,id,full_list,clean_list,label,word_spec_map
865,2E_17,"emozione, maligna, sentimento",,rabbia,"maligna, sentimento",865_2E_17,['emozione' 'maligna' 'sentimento' 'rabbia'],['emozione' 'rabbia'],['B-' 'O' 'O' 'B-'],
1915,5D_10,"persona, essere vivente","chirurgo, farmacista",medico,farmacista,1915_5D_10,['persona' 'essere vivente' 'medico' 'chirurgo' 'farmacista'],['persona' 'essere vivente' 'medico' 'chirurgo'],['B-' 'B-' 'B-' 'B-' 'O'],
860,2E_16,"testa, cranio, entità","cervello, neuroni",mente,"testa, cranio, cervello, neuroni",860_2E_16,['testa' 'cranio' 'entità' 'mente' 'cervello' 'neuroni'],['entità' 'mente'],['O' 'O' 'B-' 'B-' 'O' 'O'],
1136,5B_8,"oggetto, cosa costruita dall'uomo",bambola,giocattolo,,1136_5B_8,"['oggetto' ""cosa costruita dall'uomo"" 'giocattolo' 'bambola']","['oggetto' ""cosa costruita dall'uomo"" 'giocattolo' 'bambola']",['B-' 'B-' 'B-' 'B-'],
2361,3C_20,"persona, mammifero, essere vivente",di base,medico,,2361_3C_20,['persona' 'mammifero' 'essere vivente' 'medico' 'medico di base'],['persona' 'mammifero' 'essere vivente' 'medico' 'medico di base'],['B-' 'B-' 'B-' 'B-' 'B-'],di base|||medico di base___
1058,3C_4,"condizione politica mentale e fisica, condizione, scelta, decisione, volontà applicata, volontà",,libertà,"scelta, decisione, volontà applicata, volontà",1058_3C_4,"['condizione politica mentale e fisica' 'condizione' 'scelta' 'decisione'
 'volontà applicata' 'volontà' 'libertà']",['condizione politica mentale e fisica' 'condizione' 'libertà'],['B-' 'B-' 'O' 'O' 'O' 'O' 'B-'],
941,2E_21,"lavoratore, persona, entità","dottore, psichiatrico",medico,dottore,941_2E_21,['lavoratore' 'persona' 'entità' 'medico' 'dottore' 'psichiatrico'],['lavoratore' 'persona' 'entità' 'medico' 'psichiatrico'],['B-' 'B-' 'B-' 'B-' 'O' 'B-'],
3060,5B_13,"cibo, sostanza nutritiva","ingredienti, latte",torta,"ingredienti, latte",3060_5B_13,['cibo' 'sostanza nutritiva' 'torta' 'ingredienti' 'latte'],['cibo' 'sostanza nutritiva' 'torta'],['B-' 'B-' 'B-' 'O' 'O'],
2706,5D_24,sentimento,,sogno,sentimento,2706_5D_24,['sentimento' 'sogno'],['sogno'],['O' 'B-'],
2342,1D_3,"emozione, stato d'animo",,rabbia,stato d'animo,2342_1D_3,"['emozione' ""stato d'animo"" 'rabbia']",['emozione' 'rabbia'],['B-' 'O' 'B-'],
763,5D_21,"persona, essere vivente",,badante,,763_5D_21,['persona' 'essere vivente' 'badante'],['persona' 'essere vivente' 'badante'],['B-' 'B-' 'B-'],
131,3C_16,,"mordere, sbraitare, amici",affetto,"mordere, sbraitare, amici",131_3C_16,[' affetto' 'mordere' 'sbraitare' 'amici'],[' affetto'],['B-' 'O' 'O' 'O'],
1248,1D_3,"alimento, nutrimento, entità",tenerina,torta,,1248_1D_3,['alimento' 'nutrimento' 'entità' 'torta' 'tenerina'],['alimento' 'nutrimento' 'entità' 'torta' 'tenerina'],['B-' 'B-' 'B-' 'B-' 'B-'],
36,1G_4,"autovettura, mezzo di trasporto, oggetto per mettere a punto lo scioglimento dei ghiacciai",suzuki,automobile,"autovettura, oggetto per mettere a punto lo scioglimento dei ghiacciai",36_1G_4,"['autovettura' 'mezzo di trasporto'
 'oggetto per mettere a punto lo scioglimento dei ghiacciai' 'automobile'
 'suzuki']",['mezzo di trasporto' 'automobile' 'suzuki'],['O' 'B-' 'O' 'B-' 'B-'],
2912,1D_14,tipo di dolce,"pasticciere, pane, dolce",torta,"pasticciere, pane, dolce",2912_1D_14,['tipo di dolce' 'torta' 'pasticciere' 'pane' 'dolce'],['tipo di dolce' 'torta'],['B-' 'B-' 'O' 'O' 'O'],
817,2E_14,"oggetto, materiale inorganico, entità","videogame, videogame horror, last of us",giocattolo,,817_2E_14,"['oggetto' 'materiale inorganico' 'entità' 'giocattolo' 'videogame'
 'videogame horror' 'last of us']","['oggetto' 'materiale inorganico' 'entità' 'giocattolo' 'videogame'
 'videogame horror' 'last of us']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
2144,1D_20,"sentimento, modo di essere, pauroso",,paura,"modo di essere, pauroso",2144_1D_20,['sentimento' 'modo di essere' 'pauroso' 'paura'],['sentimento' 'paura'],['B-' 'O' 'O' 'B-'],
645,2E_3,"lavoro, occupazione","la badante della nonna di edo, carmela",badante,,645_2E_3,"['lavoro' 'occupazione' 'badante' 'la badante della nonna di edo'
 'carmela']","['lavoro' 'occupazione' 'badante' 'la badante della nonna di edo'
 'carmela']",['B-' 'B-' 'B-' 'B-' 'B-'],
1885,3C_25,"dottore, lavoro",oculista,medico,dottore,1885_3C_25,['dottore' 'lavoro' 'medico' 'oculista'],['lavoro' 'medico' 'oculista'],['O' 'B-' 'B-' 'B-'],
805,2E_13,"lavoro, essere umano, mammifero, essere vivente",matematica,insegnante,"essere umano, mammifero, essere vivente",805_2E_13,"['lavoro' 'essere umano' 'mammifero' 'essere vivente' 'insegnante'
 'matematica']",['lavoro' 'insegnante' 'matematica'],['B-' 'O' 'O' 'O' 'B-' 'B-'],
1910,2F_4,"emozione, cosa che si prova dentro, cosa astratta","gioia per qualcuno, gioia per il tuo amico, gioia per il tuo amico sposato",gioia,cosa che si prova dentro,1910_2F_4,"['emozione' 'cosa che si prova dentro' 'cosa astratta' 'gioia'
 'gioia per qualcuno' 'gioia per il tuo amico'
 'gioia per il tuo amico sposato']","['emozione' 'cosa astratta' 'gioia' 'gioia per qualcuno'
 'gioia per il tuo amico' 'gioia per il tuo amico sposato']",['B-' 'O' 'B-' 'B-' 'B-' 'B-' 'B-'],
1353,5D_7,"sentimento, nome",,gioia,nome,1353_5D_7,['sentimento' 'nome' 'gioia'],['sentimento' 'gioia'],['B-' 'O' 'B-'],
2250,2F_27,"emozione, sentimento",,gioia,sentimento,2250_2F_27,['emozione' 'sentimento' 'gioia'],['emozione' 'gioia'],['B-' 'O' 'B-'],
1452,2F_8,persona,"storia, matematica, italiano",insegnante,"matematica, italiano",1452_2F_8,['persona' 'insegnante' 'storia' 'matematica' 'italiano'],['persona' 'insegnante' 'storia'],['B-' 'B-' 'B-' 'O' 'O'],
2503,5D_16,"emozione, sentimento",furia,rabbia,sentimento,2503_5D_16,['emozione' 'sentimento' 'rabbia' 'furia'],['emozione' 'rabbia' 'furia'],['B-' 'O' 'B-' 'B-'],
1898,2F_3,"pensiero notturno, pensiero",incubo,sogno,pensiero notturno,1898_2F_3,['pensiero notturno' 'pensiero' 'sogno' 'incubo'],['pensiero' 'sogno' 'incubo'],['O' 'B-' 'B-' 'B-'],
2834,3B_6,momento,,tempo,momento,2834_3B_6,['momento' 'tempo'],['tempo'],['O' 'B-'],
2150,1D_5,emozione,sensazione,paura,sensazione,2150_1D_5,['emozione' 'paura' 'sensazione'],['emozione' 'paura'],['B-' 'B-' 'O'],
2378,3C_21,"sentimento positivo, sentimento, cosa",gioia di vivere,gioia,cosa,2378_3C_21,['sentimento positivo' 'sentimento' 'cosa' 'gioia' 'gioia di vivere'],['sentimento positivo' 'sentimento' 'gioia' 'gioia di vivere'],['B-' 'B-' 'O' 'B-' 'B-'],
1419,2E_25,"persona, essere vivente","di matematica, uomo",insegnante,uomo,1419_2E_25,['persona' 'essere vivente' 'insegnante' 'insegnante di matematica' 'uomo'],['persona' 'essere vivente' 'insegnante' 'insegnante di matematica'],['B-' 'B-' 'B-' 'B-' 'O'],di matematica|||insegnante di matematica___
1767,5D_16,entità,"ore, minuti, secondi, millisecondi",tempo,"minuti, secondi, millisecondi",1767_5D_16,['entità' 'tempo' 'ore' 'minuti' 'secondi' 'millisecondi'],['entità' 'tempo' 'ore'],['B-' 'B-' 'B-' 'O' 'O' 'O'],
366,5D_12,"persona, lavoro, mestiere","taxista, camionista",autista,"lavoro, mestiere, camionista",366_5D_12,['persona' 'lavoro' 'mestiere' 'autista' 'taxista' 'camionista'],['persona' 'autista' 'taxista'],['B-' 'O' 'O' 'B-' 'B-' 'O'],
997,2E_25,"persona, mammifero, essere vivente, entità","di taxi, marco",autista,,997_2E_25,"['persona' 'mammifero' 'essere vivente' 'entità' 'autista'
 'autista di taxi' 'marco']","['persona' 'mammifero' 'essere vivente' 'entità' 'autista'
 'autista di taxi' 'marco']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],di taxi|||autista di taxi___
2001,2E_25,"organo, parte del corpo",corughe,mente,"organo, parte del corpo, corughe",2001_2E_25,['organo' 'parte del corpo' 'mente' 'corughe'],['mente'],['O' 'O' 'B-' 'O'],
1905,2F_4,"misura, cosa astratta",tempo infinito,tempo,,1905_2F_4,['misura' 'cosa astratta' 'tempo' 'tempo infinito'],['misura' 'cosa astratta' 'tempo' 'tempo infinito'],['B-' 'B-' 'B-' 'B-'],
1414,1D_13,mezzo di trasporto,"ferrari, tesla, lamborghini",automobile,"tesla, lamborghini",1414_1D_13,['mezzo di trasporto' 'automobile' 'ferrari' 'tesla' 'lamborghini'],['mezzo di trasporto' 'automobile' 'ferrari'],['B-' 'B-' 'B-' 'O' 'O'],
3036,3C_14,"dolce, cibo","tenerina, cheesecake frutti di bosco",torta,cheesecake frutti di bosco,3036_3C_14,['dolce' 'cibo' 'torta' 'tenerina' 'cheesecake frutti di bosco'],['dolce' 'cibo' 'torta' 'tenerina'],['B-' 'B-' 'B-' 'B-' 'O'],
1034,2E_4,"divertente, buffo, misterioso, pauroso","gioco, plastica",giocattolo,"divertente, buffo, misterioso, pauroso, gioco, plastica",1034_2E_4,"['divertente' 'buffo' 'misterioso' 'pauroso' 'giocattolo' 'gioco'
 'plastica']",['giocattolo'],['O' 'O' 'O' 'O' 'B-' 'O' 'O'],
1272,1D_4,"emozione, sentimento, felicità",persona felice,gioia,"sentimento, felicità, persona felice",1272_1D_4,['emozione' 'sentimento' 'felicità' 'gioia' 'persona felice'],['emozione' 'gioia'],['B-' 'O' 'O' 'B-' 'O'],
769,5D_5,"mestiere, persona",,badante,persona,769_5D_5,['mestiere' 'persona' 'badante'],['mestiere' 'badante'],['B-' 'O' 'B-'],
176,5D_15,"amore, bene","mamma, papà, nonno, nonna",affetto,"amore, bene, papà, nonno, nonna",176_5D_15,['amore' 'bene' 'affetto' 'mamma' 'papà' 'nonno' 'nonna'],['affetto' 'mamma'],['O' 'O' 'B-' 'B-' 'O' 'O' 'O'],
1165,3C_10,emozione,,rabbia,,1165_3C_10,['emozione' 'rabbia'],['emozione' 'rabbia'],['B-' 'B-'],
9,1D_18,,"felicità, amore",affetto,felicità,9_1D_18,[' affetto' 'felicità' 'amore'],[' affetto' 'amore'],['B-' 'O' 'B-'],
1122,5B_14,"oggetto, cosa","macchinina, telecomandata, telecomando",giocattolo,telecomando,1122_5B_14,['oggetto' 'cosa' 'giocattolo' 'macchinina' 'telecomandata' 'telecomando'],['oggetto' 'cosa' 'giocattolo' 'macchinina' 'telecomandata'],['B-' 'B-' 'B-' 'B-' 'B-' 'O'],
2002,2E_26,,,mente,,2002_2E_26,[' mente'],[' mente'],['B-'],
2016,2F_15,"organo, corpo",cervello,mente,"organo, corpo, cervello",2016_2F_15,['organo' 'corpo' 'mente' 'cervello'],['mente'],['O' 'O' 'B-' 'O'],
1158,5D_6,oggetto,macchinina,giocattolo,,1158_5D_6,['oggetto' 'giocattolo' 'macchinina'],['oggetto' 'giocattolo' 'macchinina'],['B-' 'B-' 'B-'],
1581,1G_17,"felicità, emozione, sentimento, stato d'animo","volare, piccione, piccione blu",libertà,"felicità, emozione, sentimento, volare, piccione, piccione blu",1581_1G_17,"['felicità' 'emozione' 'sentimento' ""stato d'animo"" 'libertà' 'volare'
 'piccione' 'piccione blu']","[""stato d'animo"" 'libertà']",['O' 'O' 'O' 'B-' 'B-' 'O' 'O' 'O'],
348,5B_15,"persona, essere umano, essere terrestre, organismo, essere vivente",signore,autista,,348_5B_15,"['persona' 'essere umano' 'essere terrestre' 'organismo' 'essere vivente'
 'autista' 'signore']","['persona' 'essere umano' 'essere terrestre' 'organismo' 'essere vivente'
 'autista' 'signore']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
2606,2F_22,"immaginazione, fantasia",cavalcare un drago,sogno,fantasia,2606_2F_22,['immaginazione' 'fantasia' 'sogno' 'cavalcare un drago'],['immaginazione' 'sogno' 'cavalcare un drago'],['B-' 'O' 'B-' 'B-'],
450,5B_11,"emozione, sentimento, modo di essere, entità",,rabbia,"sentimento, modo di essere",450_5B_11,['emozione' 'sentimento' 'modo di essere' 'entità' 'rabbia'],['emozione' 'entità' 'rabbia'],['B-' 'O' 'O' 'B-' 'B-'],
1574,1D_23,"lavoro, guadagno",di macchine,autista,guadagno,1574_1D_23,['lavoro' 'guadagno' 'autista' 'autista di macchine'],['lavoro' 'autista' 'autista di macchine'],['B-' 'O' 'B-' 'B-'],di macchine|||autista di macchine___
1086,3B_4,oggetto,,giocattolo,,1086_3B_4,['oggetto' 'giocattolo'],['oggetto' 'giocattolo'],['B-' 'B-'],
17,1G_3,"animale, organismo, essere vivente","da cavalcare, da galleggiare",cavallo,da galleggiare,17_1G_3,"['animale' 'organismo' 'essere vivente' 'cavallo' 'cavallo da cavalcare'
 'cavallo da galleggiare']",['animale' 'organismo' 'essere vivente' 'cavallo' 'cavallo da cavalcare'],['B-' 'B-' 'B-' 'B-' 'B-' 'O'],da cavalcare|||cavallo da cavalcare___da galleggiare|||cavallo da galleggiare___
215,1G_19,"servizio, privilegio","dell'ospedale, alla noci",medico,"privilegio, alla noci",215_1G_19,"['servizio' 'privilegio' 'medico' ""dell'ospedale""
 ""dell'ospedale alla noci""]","['servizio' 'medico' ""dell'ospedale""]",['B-' 'O' 'B-' 'B-' 'O'],alla noci|||dell'ospedale alla noci___
1002,1G_2,"gioco, oggetto",lego,giocattolo,,1002_1G_2,['gioco' 'oggetto' 'giocattolo' 'lego'],['gioco' 'oggetto' 'giocattolo' 'lego'],['B-' 'B-' 'B-' 'B-'],
2252,3B_6,"spavento, emozione, sentimento",,paura,"spavento, sentimento",2252_3B_6,['spavento' 'emozione' 'sentimento' 'paura'],['emozione' 'paura'],['O' 'B-' 'O' 'B-'],
2363,1G_22,"sentimento, emozione ",,rabbia,emozione,2363_1G_22,['sentimento' 'emozione ' 'rabbia'],['sentimento' 'emozione ' 'rabbia'],['B-' 'B-' 'B-'],
2169,2F_22,"dolce, cibo, nutriente",torta alle fragole,torta,,2169_2F_22,['dolce' 'cibo' 'nutriente' 'torta' 'torta alle fragole'],['dolce' 'cibo' 'nutriente' 'torta' 'torta alle fragole'],['B-' 'B-' 'B-' 'B-' 'B-'],
1146,5D_17,"oggetto, essere non vivente","macchinina, teddy bear",giocattolo,teddy bear,1146_5D_17,['oggetto' 'essere non vivente' 'giocattolo' 'macchinina' 'teddy bear'],['oggetto' 'essere non vivente' 'giocattolo' 'macchinina'],['B-' 'B-' 'B-' 'B-' 'O'],
2469,3C_4,"ira, sentimento, emozione","parolacce, bestemmioni, suoni",rabbia,"ira, emozione, parolacce, bestemmioni, suoni",2469_3C_4,['ira' 'sentimento' 'emozione' 'rabbia' 'parolacce' 'bestemmioni' 'suoni'],['sentimento' 'rabbia'],['O' 'B-' 'O' 'B-' 'O' 'O' 'O'],
1509,1D_19,"lavoro, guadagno",di autobus,autista,guadagno,1509_1D_19,['lavoro' 'guadagno' 'autista' 'autista di autobus'],['lavoro' 'autista' 'autista di autobus'],['B-' 'O' 'B-' 'B-'],di autobus|||autista di autobus___
2112,2F_19,intrattenimento,trenino,giocattolo,intrattenimento,2112_2F_19,['intrattenimento' 'giocattolo' 'trenino'],['giocattolo' 'trenino'],['O' 'B-' 'B-'],
508,5B_14,lavoro,"tecnologico, pino",insegnante,,508_5B_14,['lavoro' 'insegnante' 'tecnologico' 'pino'],['lavoro' 'insegnante' 'tecnologico' 'pino'],['B-' 'B-' 'B-' 'B-'],
385,5D_8,"persona, mammifero, essere vivente","autista di formula uno, autista di pulman, autista del camion",autista,"autista di pulman, autista del camion",385_5D_8,"['persona' 'mammifero' 'essere vivente' 'autista' 'autista di formula uno'
 'autista di pulman' 'autista del camion']",['persona' 'mammifero' 'essere vivente' 'autista' 'autista di formula uno'],['B-' 'B-' 'B-' 'B-' 'B-' 'O' 'O'],
303,3B_20,"mestiere, lavoro",macchina,autista,,303_3B_20,['mestiere' 'lavoro' 'autista' 'macchina'],['mestiere' 'lavoro' 'autista' 'macchina'],['B-' 'B-' 'B-' 'B-'],
1410,2E_17,persona,inglese,insegnante,,1410_2E_17,['persona' 'insegnante' 'inglese'],['persona' 'insegnante' 'inglese'],['B-' 'B-' 'B-'],
1146,3C_9,"persona, essere umano, essere vivente",insegnante di spagnolo,insegnante,,1146_3C_9,"['persona' 'essere umano' 'essere vivente' 'insegnante'
 'insegnante di spagnolo']","['persona' 'essere umano' 'essere vivente' 'insegnante'
 'insegnante di spagnolo']",['B-' 'B-' 'B-' 'B-' 'B-'],
1153,5D_23,cosa,"lego, macchinine",giocattolo,macchinine,1153_5D_23,['cosa' 'giocattolo' 'lego' 'macchinine'],['cosa' 'giocattolo' 'lego'],['B-' 'B-' 'B-' 'O'],
862,2E_16,"emozione, stato d'animo",dei ragni,paura,stato d'animo,862_2E_16,"['emozione' ""stato d'animo"" 'paura' 'dei ragni']",['emozione' 'paura' 'dei ragni'],['B-' 'O' 'B-' 'B-'],
2432,3B_17,"pazzia, sensazione",,rabbia,pazzia,2432_3B_17,['pazzia' 'sensazione' 'rabbia'],['sensazione' 'rabbia'],['O' 'B-' 'B-'],
1305,1D_6,"emozione, sentimento, cosa astratta",per un'amica,affetto,sentimento,1305_1D_6,"['emozione' 'sentimento' 'cosa astratta' 'affetto' ""affetto per un'amica""]","['emozione' 'cosa astratta' 'affetto' ""affetto per un'amica""]",['B-' 'O' 'B-' 'B-' 'B-'],per un'amica|||affetto per un'amica___
2518,5D_8,emozione,ingiustizia,rabbia,ingiustizia,2518_5D_8,['emozione' 'rabbia' 'ingiustizia'],['emozione' 'rabbia'],['B-' 'B-' 'O'],
146,3C_7,"emozione, azione, dolcezza","abbraccio, felicità",affetto,"azione, dolcezza, abbraccio, felicità",146_3C_7,['emozione' 'azione' 'dolcezza' 'affetto' 'abbraccio' 'felicità'],['emozione' 'affetto'],['B-' 'O' 'O' 'B-' 'O' 'O'],
1651,3B_12,ulcrero,diritto,libertà,"ulcrero, diritto",1651_3B_12,['ulcrero' 'libertà' 'diritto'],['libertà'],['O' 'B-' 'O'],
2196,2F_24,sensazione,,libertà,,2196_2F_24,['sensazione' 'libertà'],['sensazione' 'libertà'],['B-' 'B-'],
3040,3C_18,"dolce, modo per integrare zucchero, cibo","cheesecake, zucchero",torta,"modo per integrare zucchero, zucchero",3040_3C_18,"['dolce' 'modo per integrare zucchero' 'cibo' 'torta' 'cheesecake'
 'zucchero']",['dolce' 'cibo' 'torta' 'cheesecake'],['B-' 'O' 'B-' 'B-' 'B-' 'O'],
2575,2E_18,"immagine, cervello","azioni, mangiare",sogno,"cervello, azioni, mangiare",2575_2E_18,['immagine' 'cervello' 'sogno' 'azioni' 'mangiare'],['immagine' 'sogno'],['B-' 'O' 'B-' 'O' 'O'],
2013,2F_11,"mestiere, impiego",medico di famiglia,medico,,2013_2F_11,['mestiere' 'impiego' 'medico' 'medico di famiglia'],['mestiere' 'impiego' 'medico' 'medico di famiglia'],['B-' 'B-' 'B-' 'B-'],
2390,2E_26,emozione,,rabbia,,2390_2E_26,['emozione' 'rabbia'],['emozione' 'rabbia'],['B-' 'B-'],
1028,3C_2,"essere umano, mammifero, animale, essere vivente, insieme di organi e tessuti, agglomerato di cellule","insegnante scolastica, insegnante scuola primaria, insegnante della seconda elementare",insegnante,"insieme di organi e tessuti, agglomerato di cellule",1028_3C_2,"['essere umano' 'mammifero' 'animale' 'essere vivente'
 'insieme di organi e tessuti' 'agglomerato di cellule' 'insegnante'
 'insegnante scolastica' 'insegnante scuola primaria'
 'insegnante della seconda elementare']","['essere umano' 'mammifero' 'animale' 'essere vivente' 'insegnante'
 'insegnante scolastica' 'insegnante scuola primaria'
 'insegnante della seconda elementare']",['B-' 'B-' 'B-' 'B-' 'O' 'O' 'B-' 'B-' 'B-' 'B-'],
269,1G_22,"mestiere, lavoro, attività socialmente utile con ricompensa in denaro","supplente, supplente di matematica",insegnante,attività socialmente utile con ricompensa in denaro,269_1G_22,"['mestiere' 'lavoro' 'attività socialmente utile con ricompensa in denaro'
 'insegnante' 'supplente' 'supplente di matematica']",['mestiere' 'lavoro' 'insegnante' 'supplente' 'supplente di matematica'],['B-' 'B-' 'O' 'B-' 'B-' 'B-'],
2015,2F_14,testa,cervello,mente,"testa, cervello",2015_2F_14,['testa' 'mente' 'cervello'],['mente'],['O' 'B-' 'O'],
1401,1D_12,"emozione, mente, parte del cervello, parte del corpo, entità","sorella, camilla",rabbia,"mente, parte del cervello, parte del corpo, sorella, camilla",1401_1D_12,"['emozione' 'mente' 'parte del cervello' 'parte del corpo' 'entità'
 'rabbia' 'sorella' 'camilla']",['emozione' 'entità' 'rabbia'],['B-' 'O' 'O' 'O' 'B-' 'B-' 'O' 'O'],
1779,5D_17,"sentimento, cosa astratta",ragni,paura,,1779_5D_17,['sentimento' 'cosa astratta' 'paura' 'ragni'],['sentimento' 'cosa astratta' 'paura' 'ragni'],['B-' 'B-' 'B-' 'B-'],
911,2E_20,"persona, trasporta ",auto,autista,trasporta,911_2E_20,['persona' 'trasporta ' 'autista' 'auto'],['persona' 'trasporta ' 'autista' 'auto'],['B-' 'B-' 'B-' 'B-'],
2756,1G_6,linee del tempo,"storico, reale",tempo,"linee del tempo, reale",2756_1G_6,['linee del tempo' 'tempo' 'storico' 'reale'],['tempo' 'storico'],['O' 'B-' 'B-' 'O'],
2110,2F_19,"dolce, cibo, nutriente, sostanza",tenerina,torta,sostanza,2110_2F_19,['dolce' 'cibo' 'nutriente' 'sostanza' 'torta' 'tenerina'],['dolce' 'cibo' 'nutriente' 'torta' 'tenerina'],['B-' 'B-' 'B-' 'O' 'B-' 'B-'],
1744,5D_15,,"paradiso, cielo",libertà,"paradiso, cielo",1744_5D_15,[' libertà' 'paradiso' 'cielo'],[' libertà'],['B-' 'O' 'O'],
986,2E_24,emozione,amore,affetto,,986_2E_24,['emozione' 'affetto' 'amore'],['emozione' 'affetto' 'amore'],['B-' 'B-' 'B-'],
102,1G_8,"lavoro, mestiere, entità",autista di porsche,autista,mestiere,102_1G_8,['lavoro' 'mestiere' 'entità' 'autista' 'autista di porsche'],['lavoro' 'entità' 'autista' 'autista di porsche'],['B-' 'O' 'B-' 'B-' 'B-'],
68,1G_6,"persona, essere vivente ","autista del taxi, autista della corriera, autista del bus",autista,"autista della corriera, autista del bus",68_1G_6,"['persona' 'essere vivente ' 'autista' 'autista del taxi'
 'autista della corriera' 'autista del bus']",['persona' 'essere vivente ' 'autista' 'autista del taxi'],['B-' 'B-' 'B-' 'B-' 'O' 'O'],
579,5D_9,,"bmw, tesla, zafira",automobile,"tesla, zafira",579_5D_9,[' automobile' 'bmw' 'tesla' 'zafira'],[' automobile' 'bmw'],['B-' 'B-' 'O' 'O'],
659,2E_4,"emozione, cosa, cosa astratta, entità","benevolenza, di amore",affetto,"cosa, benevolenza",659_2E_4,"['emozione' 'cosa' 'cosa astratta' 'entità' 'affetto' 'benevolenza'
 'benevolenza di amore']",['emozione' 'cosa astratta' 'entità' 'affetto' 'benevolenza di amore'],['B-' 'O' 'B-' 'B-' 'B-' 'O' 'B-'],di amore|||benevolenza di amore___
1453,1D_15,sentimento,,affetto,,1453_1D_15,['sentimento' 'affetto'],['sentimento' 'affetto'],['B-' 'B-'],
